1080	355	73	61
1080	355	73	61
1080	355	73	61
1075	355	73	61
1076	355	72	60
1076	355	72	60
1076	355	72	60
1076	355	73	61
1072	351	72	60
1073	352	70	59
1073	355	70	59
1073	352	70	59
1069	351	71	59
1069	351	71	59
1069	351	71	59
1069	351	71	59
1065	352	70	58
1066	352	69	57
1065	352	69	58
1065	352	70	59
1065	352	70	59
1061	352	70	59
1061	352	70	59
1061	352	70	59
1061	352	70	58
1058	352	69	57
1058	352	69	57
1058	353	68	57
1058	353	68	57
1055	353	68	57
1055	353	67	56
1055	353	67	56
1051	349	67	56
1051	349	67	56
1052	350	66	55
1051	349	67	56
1048	349	67	56
1048	349	67	56
1047	349	67	56
1048	350	66	55
1044	349	67	56
1044	350	66	55
1044	349	67	56
1044	349	67	56
1044	349	68	56
1040	349	67	56
1040	349	67	56
1040	349	67	56
1040	349	67	56
1037	350	66	55
1037	350	65	55
1037	350	65	55
1038	350	65	54
1038	350	65	54
1034	350	65	55
1034	346	65	54
1034	346	66	55
1034	346	65	55
1030	346	66	55
1030	346	66	55
1030	346	67	56
1025	345	68	56
1025	345	68	56
1026	346	67	56
1026	346	66	55
1026	346	66	55
1022	346	66	55
1022	346	66	55
1022	346	66	55
1022	346	67	56
1019	346	66	55
1019	346	65	55
1019	346	65	55
1019	346	66	55
1015	346	66	55
1015	346	66	55
1015	346	66	55
1015	346	66	55
1012	346	66	55
1012	343	65	55
1012	343	65	54
1012	343	65	55
1009	343	65	54
1009	343	65	54
1009	343	64	53
1009	343	64	54
1005	343	65	54
1005	343	65	54
1005	343	64	54
1005	343	65	54
1001	343	66	55
1001	343	65	54
1002	343	64	53
1001	343	65	54
998	343	64	54
998	343	65	54
998	343	64	53
999	344	63	52
995	340	64	53
995	340	64	53
994	340	65	54
994	339	65	54
991	340	64	53
991	340	64	53
991	340	64	53
991	340	64	53
991	340	63	53
988	340	62	52
989	341	62	52
988	340	63	52
988	340	63	53
985	341	62	52
985	340	63	52
985	340	62	52
985	340	63	52
984	340	63	53
981	340	64	53
981	340	64	53
981	340	64	53
981	340	63	53
978	340	63	52
978	337	63	53
978	337	63	52
974	336	63	53
974	336	63	53
974	337	63	52
974	337	63	53
971	337	62	52
971	337	62	52
971	337	62	52
971	337	63	52
971	337	62	52
968	337	61	51
968	338	61	51
968	337	62	51
968	337	62	52
968	337	62	52
964	337	62	52
964	334	62	52
964	337	62	52
965	338	61	51
961	334	62	52
961	338	61	51
961	334	62	51
961	334	62	51
957	334	62	52
957	334	62	52
958	334	62	51
958	334	61	51
955	334	61	51
955	334	61	51
954	334	61	51
954	334	62	51
954	334	61	51
951	335	60	50
951	335	60	50
952	335	60	50
948	335	60	50
948	335	60	50
948	335	60	50
948	331	60	50
945	331	61	51
944	331	62	51
944	331	62	52
944	330	62	52
944	331	62	51
941	331	61	51
941	331	60	50
941	331	61	51
941	331	60	50
938	331	61	51
937	331	62	51
938	331	61	51
938	331	60	50
935	331	60	50
935	332	59	49
935	332	59	50
935	331	60	50
932	331	60	50
932	332	59	50
932	332	59	49
932	332	59	50
928	328	60	50
929	332	59	50
928	328	60	50
929	332	59	49
925	328	60	50
925	328	60	50
925	328	60	50
925	328	60	50
922	328	59	50
922	329	59	49
923	329	58	48
923	329	58	49
919	329	59	49
919	329	59	49
919	329	59	49
919	328	59	50
916	329	59	49
916	329	58	49
916	329	58	49
916	329	58	49
913	329	58	49
913	326	58	49
913	329	59	49
912	325	59	50
912	328	60	50
909	325	60	50
909	329	59	49
909	325	59	49
909	325	60	50
905	325	60	50
906	325	59	49
905	325	60	50
905	325	60	50
905	325	60	50
902	325	59	50
902	325	60	50
902	325	59	50
899	325	59	49
899	325	59	50
899	326	58	49
900	326	58	48
897	326	58	48
897	326	58	48
897	326	58	48
896	326	58	49
893	326	58	49
893	322	58	49
893	326	57	48
893	323	58	49
893	322	58	49
890	326	58	48
890	323	57	48
891	326	57	47
887	323	57	48
887	323	57	48
887	323	58	48
884	323	58	49
884	323	58	49
884	323	58	48
884	323	58	49
884	323	57	48
881	323	57	48
881	323	57	48
881	324	56	47
881	323	57	47
878	323	57	47
878	323	57	48
878	323	57	48
878	323	57	48
874	323	57	48
875	323	57	47
875	323	57	47
875	323	56	47
875	323	56	47
872	324	56	47
872	324	55	46
872	324	55	46
872	321	55	46
869	324	55	46
869	321	56	47
869	324	55	46
869	321	55	46
866	321	56	47
866	321	55	46
866	320	56	47
866	320	57	47
865	320	57	48
862	320	57	47
863	321	56	47
863	321	55	46
860	321	55	46
860	321	55	46
860	321	55	46
860	321	55	46
860	321	56	47
857	318	56	47
857	321	55	46
857	318	55	46
857	321	55	46
854	317	56	47
853	317	56	47
853	317	57	47
854	317	56	47
851	318	55	46
851	318	55	46
851	318	55	46
851	318	56	47
850	317	56	47
848	318	56	47
847	317	56	47
848	318	55	46
847	317	56	47
845	318	55	46
845	315	55	46
844	317	56	47
844	314	56	47
841	314	56	47
841	318	55	46
842	315	55	46
841	315	56	47
838	314	56	47
838	314	56	47
838	315	56	47
838	314	56	47
835	315	56	47
835	315	55	46
835	315	55	46
835	315	55	46
832	315	55	46
832	315	55	46
832	315	55	46
833	315	54	45
830	315	53	45
830	316	53	44
830	315	53	45
830	315	53	45
827	315	53	45
827	316	53	44
827	316	53	44
827	316	53	44
824	316	53	44
825	316	53	44
824	313	53	44
824	315	53	45
822	313	53	44
822	316	53	44
821	312	53	45
821	312	54	45
818	312	55	46
818	312	55	46
818	312	54	45
818	312	55	46
815	312	54	45
815	313	53	44
815	313	53	45
816	313	53	44
812	313	53	44
812	313	53	45
812	313	53	44
812	312	54	45
809	313	53	45
810	313	53	44
810	313	53	44
810	313	53	44
807	310	53	44
807	313	52	44
807	310	53	44
804	313	52	44
804	310	52	43
804	313	52	44
804	310	52	43
801	310	52	44
801	310	53	44
801	310	53	44
801	310	53	45
801	310	53	44
798	310	52	44
798	310	52	43
799	310	52	43
798	310	52	43
796	310	52	43
795	310	52	43
796	311	51	43
796	310	52	43
793	310	52	43
793	310	52	43
793	310	52	43
793	310	52	43
792	307	53	44
790	310	52	43
790	307	52	43
790	307	52	43
790	307	52	43
787	308	52	43
787	307	52	43
787	307	52	43
787	307	53	44
787	307	52	44
787	307	52	44
784	307	52	43
784	308	51	43
784	308	51	43
785	308	51	42
784	308	51	43
781	308	51	43
782	308	51	43
782	308	50	42
782	308	50	42
779	308	51	43
779	308	51	43
779	308	51	43
779	308	51	42
776	308	51	43
776	308	51	42
777	308	50	42
777	308	50	42
774	306	50	42
774	308	50	42
774	305	50	42
774	305	50	42
774	305	50	42
771	305	50	42
771	305	50	42
771	305	50	42
771	305	50	42
771	305	50	42
771	305	50	42
768	305	50	42
768	306	50	42
768	305	50	42
768	305	50	42
768	305	50	42
765	302	50	42
766	306	50	42
765	303	50	42
767	304	49	38
766	304	49	38
766	304	49	38
766	304	49	38
767	304	49	38
763	304	49	38
762	302	51	42
760	303	50	42
760	303	50	42
760	303	50	41
760	303	50	42
760	303	50	42
757	303	50	41
757	303	49	41
757	303	50	41
757	303	50	42
757	303	49	41
755	303	49	41
755	303	49	41
755	303	48	40
755	303	49	41
757	304	44	36
757	304	44	36
757	304	44	36
757	304	44	36
757	304	43	35
753	304	43	35
754	305	43	35
754	304	43	35
754	305	42	35
754	305	42	35
754	305	42	35
754	305	43	35
750	304	43	35
750	305	42	35
750	305	42	34
751	305	41	34
751	305	41	33
751	305	40	33
751	305	41	33
747	302	40	33
747	306	40	33
747	306	40	33
747	305	41	33
747	305	41	33
747	305	41	33
743	302	41	33
744	306	40	33
744	302	40	33
743	302	41	33
743	302	41	34
743	301	41	34
739	301	41	34
739	301	41	34
739	301	41	34
739	301	41	34
